POC:	Eric Stoneking (NASA-GSFC), 301-286-8600		
58.48	1257.68	1277.68	20.00
58.49	1257.88	1277.88	20.00
58.50	1258.08	1278.08	20.00
58.51	1258.28	1278.28	20.00
58.52	1258.48	1278.48	20.00
58.53	1258.68	1278.68	20.00
58.54	1258.88	1278.88	20.00
58.55	1259.08	1279.08	20.00
58.56	1259.28	1279.28	20.00
58.57	1259.48	1279.48	20.00
58.58	1259.68	1279.68	20.00
58.59	1259.88	1279.88	20.00
58.60	1260.08	1280.08	20.00
58.61	1260.28	1280.28	20.00
58.62	1260.48	1280.48	20.00
58.63	1260.68	1280.68	20.00
58.64	1260.88	1280.88	20.00
58.65	1261.08	1281.08	20.00
58.66	1261.28	1281.28	20.00
58.67	1261.48	1281.48	20.00
58.68	1261.68	1281.68	20.00
58.69	1261.88	1281.88	20.00
58.70	1262.08	1282.08	20.00
58.71	1262.28	1282.28	20.00
58.72	1262.48	1282.48	20.00
58.73	1262.68	1282.68	20.00
58.74	1262.88	1282.88	20.00
58.75	1263.08	1283.08	20.00
58.76	1263.28	1283.28	20.00
58.77	1263.48	1283.48	20.00
58.78	1263.68	1283.68	20.00
58.79	1263.88	1283.88	20.00
58.80	1264.08	1284.08	20.00
58.81	1264.28	1284.28	20.00
58.82	1264.48	1284.48	20.00
58.83	1264.68	1284.68	20.00
58.84	1264.88	1284.88	20.00
58.85	1265.08	1285.08	20.00
58.86	1265.28	1285.28	20.00
58.87	1265.48	1285.48	20.00
58.88	1265.68	1285.68	20.00
58.89	1265.88	1285.88	20.00
58.90	1266.08	1286.08	20.00
58.91	1266.28	1286.28	20.00
58.92	1266.48	1286.48	20.00
58.93	1266.68	1286.68	20.00
58.94	1266.88	1286.88	20.00
58.95	1267.08	1287.08	20.00
58.96	1267.28	1287.28	20.00
58.97	1267.48	1287.48	20.00
58.98	1267.68	1287.68	20.00
58.99	1267.88	1287.88	20.00
59.00	1268.08	1288.08	20.00
59.01	1268.28	1288.28	20.00
59.02	1268.48	1288.48	20.00
59.03	1268.68	1288.68	20.00
59.04	1268.88	1288.88	20.00
59.05	1269.08	1289.08	20.00
59.06	1269.28	1289.28	20.00
59.07	1269.48	1289.48	20.00
59.08	1269.68	1289.68	20.00
59.09	1269.88	1289.88	20.00
59.10	1270.08	1290.08	20.00
59.11	1270.28	1290.28	20.00
59.12	1270.48	1290.48	20.00
59.13	1270.68	1290.68	20.00
59.14	1270.88	1290.88	20.00
59.15	1271.08	1291.08	20.00
59.16	1271.28	1291.28	20.00
59.17	1271.48	1291.48	20.00
59.18	1271.68	1291.68	20.00
59.19	1271.88	1291.88	20.00
59.20	1272.08	1292.08	20.00
59.21	1272.28	1292.28	20.00
59.22	1272.48	1292.48	20.00
59.23	1272.68	1292.68	20.00
59.24	1272.88	1292.88	20.00
59.25	1273.08	1293.08	20.00
59.26	1273.28	1293.28	20.00
59.27	1273.48	1293.48	20.00
59.28	1273.68	1293.68	20.00
59.29	1273.88	1293.88	20.00
59.30	1274.08	1294.08	20.00
59.31	1274.28	1294.28	20.00
59.32	1274.48	1294.48	20.00
59.33	1274.68	1294.68	20.00
59.34	1274.88	1294.88	20.00
59.35	1275.08	1295.08	20.00
59.36	1275.28	1295.28	20.00
59.37	1275.48	1295.48	20.00
59.38	1275.68	1295.68	20.00
59.39	1275.88	1295.88	20.00
59.40	1276.08	1296.08	20.00
59.41	1276.28	1296.28	20.00
59.42	1276.48	1296.48	20.00
59.43	1276.68	1296.68	20.00
59.44	1276.88	1296.88	20.00
59.45	1277.08	1297.08	20.00
59.46	1277.28	1297.28	20.00
59.47	1277.48	1297.48	20.00
59.48	1277.68	1297.68	20.00
59.49	1277.88	1297.88	20.00
59.50	1278.08	1298.08	20.00
59.51	1278.28	1298.28	20.00
59.52	1278.48	1298.48	20.00
59.53	1278.68	1298.68	20.00
59.54	1278.88	1298.88	20.00
59.55	1279.08	1299.08	20.00
59.56	1279.28	1299.28	20.00
59.57	1279.48	1299.48	20.00
59.58	1279.68	1299.68	20.00
59.59	1279.88	1299.88	20.00
59.60	1280.08	1300.08	20.00
59.61	1280.28	1300.28	20.00
59.62	1280.48	1300.48	20.00
59.63	1280.68	1300.68	20.00
59.64	1280.88	1300.88	20.00
59.65	1281.08	1301.08	20.00
59.66	1281.28	1301.28	20.00
59.67	1281.48	1301.48	20.00
59.68	1281.68	1301.68	20.00
59.69	1281.88	1301.88	20.00
59.70	1282.08	1302.08	20.00
59.71	1282.28	1302.28	20.00
59.72	1282.48	1302.48	20.00
59.73	1282.68	1302.68	20.00
59.74	1282.88	1302.88	20.00
59.75	1283.08	1303.08	20.00
59.76	1283.28	1303.28	20.00
59.77	1283.48	1303.48	20.00
59.78	1283.68	1303.68	20.00
59.79	1283.88	1303.88	20.00
59.80	1284.08	1304.08	20.00
59.81	1284.28	1304.28	20.00
59.82	1284.48	1304.48	20.00
59.83	1284.68	1304.68	20.00
59.84	1284.88	1304.88	20.00
59.85	1285.08	1305.08	20.00
59.86	1285.28	1305.28	20.00
59.87	1285.48	1305.48	20.00
59.88	1285.68	1305.68	20.00
59.89	1285.88	1305.88	20.00
59.90	1286.08	1306.08	20.00
59.91	1286.28	1306.28	20.00
59.92	1286.48	1306.48	20.00
59.93	1286.68	1306.68	20.00
59.94	1286.88	1306.88	20.00
59.95	1287.08	1307.08	20.00
59.96	1287.28	1307.28	20.00
59.97	1287.48	1307.48	20.00
59.98	1287.68	1307.68	20.00
59.99	1287.88	1307.88	20.00
60.00	1288.08	1308.08	20.00
60.01	1288.28	1308.28	20.00
60.02	1288.48	1308.48	20.00
60.03	1288.68	1308.68	20.00
60.04	1288.88	1308.88	20.00
60.05	1289.08	1309.08	20.00
60.06	1289.28	1309.28	20.00
60.07	1289.48	1309.48	20.00
60.08	1289.68	1309.68	20.00
60.09	1289.88	1309.88	20.00
60.10	1290.08	1310.08	20.00
60.11	1290.28	1310.28	20.00
60.12	1290.48	1310.48	20.00
60.13	1290.68	1310.68	20.00
60.14	1290.88	1310.88	20.00
60.15	1291.08	1311.08	20.00
60.16	1291.28	1311.28	20.00
60.17	1291.48	1311.48	20.00
60.18	1291.68	1311.68	20.00
60.19	1291.88	1311.88	20.00
60.20	1292.08	1312.08	20.00
60.21	1292.28	1312.28	20.00
60.22	1292.48	1312.48	20.00
60.23	1292.68	1312.68	20.00
60.24	1292.88	1312.88	20.00
60.25	1293.08	1313.08	20.00
60.26	1293.28	1313.28	20.00
60.27	1293.48	1313.48	20.00
60.28	1293.68	1313.68	20.00
60.29	1293.88	1313.88	20.00
60.30	1294.08	1314.08	20.00
60.31	1294.28	1314.28	20.00
60.32	1294.48	1314.48	20.00
60.33	1294.68	1314.68	20.00
60.34	1294.88	1314.88	20.00
60.35	1295.08	1315.08	20.00
60.36	1295.28	1315.28	20.00
60.37	1295.48	1315.48	20.00
60.38	1295.68	1315.68	20.00
60.39	1295.88	1315.88	20.00
60.40	1296.08	1316.08	20.00
60.41	1296.28	1316.28	20.00
60.42	1296.48	1316.48	20.00
60.43	1296.68	1316.68	20.00
60.44	1296.88	1316.88	20.00
60.45	1297.08	1317.08	20.00
60.46	1297.28	1317.28	20.00
60.47	1297.48	1317.48	20.00
60.48	1297.68	1317.68	20.00
60.49	1297.88	1317.88	20.00
60.50	1298.08	1318.08	20.00
60.51	1298.28	1318.28	20.00
60.52	1298.48	1318.48	20.00
60.53	1298.68	1318.68	20.00
60.54	1298.88	1318.88	20.00
60.55	1299.08	1319.08	20.00
60.56	1299.28	1319.28	20.00
60.57	1299.48	1319.48	20.00
60.58	1299.68	1319.68	20.00
60.59	1299.88	1319.88	20.00
60.60	1300.08	1320.08	20.00
60.61	1300.28	1320.28	20.00
60.62	1300.48	1320.48	20.00
60.63	1300.68	1320.68	20.00
60.64	1300.88	1320.88	20.00
60.65	1301.08	1321.08	20.00
60.66	1301.28	1321.28	20.00
60.67	1301.48	1321.48	20.00
60.68	1301.68	1321.68	20.00
60.69	1301.88	1321.88	20.00
60.70	1302.08	1322.08	20.00
60.71	1302.28	1322.28	20.00
60.72	1302.48	1322.48	20.00
60.73	1302.68	1322.68	20.00
60.74	1302.88	1322.88	20.00
60.75	1303.08	1323.08	20.00
60.76	1303.28	1323.28	20.00
60.77	1303.48	1323.48	20.00
60.78	1303.68	1323.68	20.00
60.79	1303.88	1323.88	20.00
60.80	1304.08	1324.08	20.00
60.81	1304.28	1324.28	20.00
60.82	1304.48	1324.48	20.00
60.83	1304.68	1324.68	20.00
60.84	1304.88	1324.88	20.00
60.85	1305.08	1325.08	20.00
60.86	1305.28	1325.28	20.00
60.87	1305.48	1325.48	20.00
60.88	1305.68	1325.68	20.00
60.89	1305.88	1325.88	20.00
60.90	1306.08	1326.08	20.00
60.91	1306.28	1326.28	20.00
60.92	1306.48	1326.48	20.00
60.93	1306.68	1326.68	20.00
60.94	1306.88	1326.88	20.00
60.95	1307.08	1327.08	20.00
60.96	1307.28	1327.28	20.00
60.97	1307.48	1327.48	20.00
60.98	1307.68	1327.68	20.00
60.99	1307.88	1327.88	20.00
61.00	1308.08	1328.08	20.00
61.01	1308.28	1328.28	20.00
61.02	1308.48	1328.48	20.00
61.03	1308.68	1328.68	20.00
61.04	1308.88	1328.88	20.00
61.05	1309.08	1329.08	20.00
61.06	1309.28	1329.28	20.00
61.07	1309.48	1329.48	20.00
61.08	1309.68	1329.68	20.00
61.09	1309.88	1329.88	20.00
61.10	1310.08	1330.08	20.00
61.11	1310.28	1330.28	20.00
61.12	1310.48	1330.48	20.00
61.13	1310.68	1330.68	20.00
61.14	1310.88	1330.88	20.00
61.15	1311.08	1331.08	20.00
61.16	1311.28	1331.28	20.00
61.17	1311.48	1331.48	20.00
61.18	1311.68	1331.68	20.00
61.19	1311.88	1331.88	20.00
61.20	1312.08	1332.08	20.00
61.21	1312.28	1332.28	20.00
61.22	1312.48	1332.48	20.00
61.23	1312.68	1332.68	20.00
61.24	1312.88	1332.88	20.00
61.25	1313.08	1333.08	20.00
61.26	1313.28	1333.28	20.00
61.27	1313.48	1333.48	20.00
61.28	1313.68	1333.68	20.00
61.29	1313.88	1333.88	20.00
61.30	1314.08	1334.08	20.00
61.31	1314.28	1334.28	20.00
61.32	1314.48	1334.48	20.00
61.33	1314.68	1334.68	20.00
61.34	1314.88	1334.88	20.00
61.35	1315.08	1335.08	20.00
61.36	1315.28	1335.28	20.00
61.37	1315.48	1335.48	20.00
61.38	1315.68	1335.68	20.00
61.39	1315.88	1335.88	20.00
61.40	1316.08	1336.08	20.00
61.41	1316.28	1336.28	20.00
61.42	1316.48	1336.48	20.00
61.43	1316.68	1336.68	20.00
61.44	1316.88	1336.88	20.00
61.45	1317.08	1337.08	20.00
61.46	1317.28	1337.28	20.00
61.47	1317.48	1337.48	20.00
61.48	1317.68	1337.68	20.00
61.49	1317.88	1337.88	20.00
61.50	1318.08	1338.08	20.00
61.51	1318.28	1338.28	20.00
61.52	1318.48	1338.48	20.00
61.53	1318.68	1338.68	20.00
61.54	1318.88	1338.88	20.00
61.55	1319.08	1339.08	20.00
61.56	1319.28	1339.28	20.00
61.57	1319.48	1339.48	20.00
61.58	1319.68	1339.68	20.00
61.59	1319.88	1339.88	20.00
61.60	1320.08	1340.08	20.00
61.61	1320.28	1340.28	20.00
61.62	1320.48	1340.48	20.00
61.63	1320.68	1340.68	20.00
61.64	1320.88	1340.88	20.00
61.65	1321.08	1341.08	20.00
61.66	1321.28	1341.28	20.00
61.67	1321.48	1341.48	20.00
61.68	1321.68	1341.68	20.00
61.69	1321.88	1341.88	20.00
61.70	1322.08	1342.08	20.00
61.71	1322.28	1342.28	20.00
61.72	1322.48	1342.48	20.00
61.73	1322.68	1342.68	20.00
61.74	1322.88	1342.88	20.00
61.75	1323.08	1343.08	20.00
61.76	1323.28	1343.28	20.00
61.77	1323.48	1343.48	20.00
61.78	1323.68	1343.68	20.00
61.79	1323.88	1343.88	20.00
61.80	1324.08	1344.08	20.00
61.81	1324.28	1344.28	20.00
61.82	1324.48	1344.48	20.00
61.83	1324.68	1344.68	20.00
61.84	1324.88	1344.88	20.00
61.85	1325.08	1345.08	20.00
61.86	1325.28	1345.28	20.00
61.87	1325.48	1345.48	20.00
61.88	1325.68	1345.68	20.00
61.89	1325.88	1345.88	20.00
61.90	1326.08	1346.08	20.00
61.91	1326.28	1346.28	20.00
61.92	1326.48	1346.48	20.00
61.93	1326.68	1346.68	20.00
61.94	1326.88	1346.88	20.00
61.95	1327.08	1347.08	20.00
61.96	1327.28	1347.28	20.00
61.97	1327.48	1347.48	20.00
61.98	1327.68	1347.68	20.00
61.99	1327.88	1347.88	20.00
62.00	1328.08	1348.08	20.00
62.01	1328.28	1348.28	20.00
62.02	1328.48	1348.48	20.00
62.03	1328.68	1348.68	20.00
62.04	1328.88	1348.88	20.00
62.05	1329.08	1349.08	20.00
62.06	1329.28	1349.28	20.00
62.07	1329.48	1349.48	20.00
62.08	1329.68	1349.68	20.00
62.09	1329.88	1349.88	20.00
62.10	1330.08	1350.08	20.00
62.11	1330.28	1350.28	20.00
62.12	1330.48	1350.48	20.00
62.13	1330.68	1350.68	20.00
62.14	1330.88	1350.88	20.00
62.15	1331.08	1351.08	20.00
62.16	1331.28	1351.28	20.00
62.17	1331.48	1351.48	20.00
62.18	1331.68	1351.68	20.00
62.19	1331.88	1351.88	20.00
62.20	1332.08	1352.08	20.00
62.21	1332.28	1352.28	20.00
62.22	1332.48	1352.48	20.00
62.23	1332.68	1352.68	20.00
62.24	1332.88	1352.88	20.00
62.25	1333.08	1353.08	20.00
62.26	1333.28	1353.28	20.00
62.27	1333.48	1353.48	20.00
62.28	1333.68	1353.68	20.00
62.29	1333.88	1353.88	20.00
62.30	1334.08	1354.08	20.00
62.31	1334.28	1354.28	20.00
62.32	1334.48	1354.48	20.00
62.33	1334.68	1354.68	20.00
62.34	1334.88	1354.88	20.00
62.35	1335.08	1355.08	20.00
62.36	1335.28	1355.28	20.00
62.37	1335.48	1355.48	20.00
62.38	1335.68	1355.68	20.00
62.39	1335.88	1355.88	20.00
62.40	1336.08	1356.08	20.00
62.41	1336.28	1356.28	20.00
62.42	1336.48	1356.48	20.00
62.43	1336.68	1356.68	20.00
62.44	1336.88	1356.88	20.00
62.45	1337.08	1357.08	20.00
62.46	1337.28	1357.28	20.00
62.47	1337.48	1357.48	20.00
62.48	1337.68	1357.68	20.00
62.49	1337.88	1357.88	20.00
62.50	1338.08	1358.08	20.00
62.51	1338.28	1358.28	20.00
62.52	1338.48	1358.48	20.00
62.53	1338.68	1358.68	20.00
62.54	1338.88	1358.88	20.00
62.55	1339.08	1359.08	20.00
62.56	1339.28	1359.28	20.00
62.57	1339.48	1359.48	20.00
62.58	1339.68	1359.68	20.00
62.59	1339.88	1359.88	20.00
62.60	1340.08	1360.08	20.00
62.61	1340.28	1360.28	20.00
62.62	1340.48	1360.48	20.00
62.63	1340.68	1360.68	20.00
62.64	1340.88	1360.88	20.00
62.65	1341.08	1361.08	20.00
62.66	1341.28	1361.28	20.00
62.67	1341.48	1361.48	20.00
62.68	1341.68	1361.68	20.00
62.69	1341.88	1361.88	20.00
62.70	1342.08	1362.08	20.00
62.71	1342.28	1362.28	20.00
62.72	1342.48	1362.48	20.00
62.73	1342.68	1362.68	20.00
62.74	1342.88	1362.88	20.00
62.75	1343.08	1363.08	20.00
62.76	1343.28	1363.28	20.00
62.77	1343.48	1363.48	20.00
62.78	1343.68	1363.68	20.00
62.79	1343.88	1363.88	20.00
62.80	1344.08	1364.08	20.00
62.81	1344.28	1364.28	20.00
62.82	1344.48	1364.48	20.00
62.83	1344.68	1364.68	20.00
62.84	1344.88	1364.88	20.00
62.85	1345.08	1365.08	20.00
62.86	1345.28	1365.28	20.00
62.87	1345.48	1365.48	20.00
62.88	1345.68	1365.68	20.00
62.89	1345.88	1365.88	20.00
62.90	1346.08	1366.08	20.00
62.91	1346.28	1366.28	20.00
62.92	1346.48	1366.48	20.00
62.93	1346.68	1366.68	20.00
62.94	1346.88	1366.88	20.00
62.95	1347.08	1367.08	20.00
62.96	1347.28	1367.28	20.00
62.97	1347.48	1367.48	20.00
62.98	1347.68	1367.68	20.00
62.99	1347.88	1367.88	20.00
63.00	1348.08	1368.08	20.00
63.01	1348.28	1368.28	20.00
63.02	1348.48	1368.48	20.00
63.03	1348.68	1368.68	20.00
63.04	1348.88	1368.88	20.00
63.05	1349.08	1369.08	20.00
63.06	1349.28	1369.28	20.00
63.07	1349.48	1369.48	20.00
63.08	1349.68	1369.68	20.00
63.09	1349.88	1369.88	20.00
63.10	1350.08	1370.08	20.00
63.11	1350.28	1370.28	20.00
63.12	1350.48	1370.48	20.00
63.13	1350.68	1370.68	20.00
63.14	1350.88	1370.88	20.00
63.15	1351.08	1371.08	20.00
63.16	1351.28	1371.28	20.00
63.17	1351.48	1371.48	20.00
63.18	1351.68	1371.68	20.00
63.19	1351.88	1371.88	20.00
63.20	1352.08	1372.08	20.00
63.21	1352.28	1372.28	20.00
63.22	1352.48	1372.48	20.00
63.23	1352.68	1372.68	20.00
63.24	1352.88	1372.88	20.00
63.25	1353.08	1373.08	20.00
63.26	1353.28	1373.28	20.00
63.27	1353.48	1373.48	20.00
63.28	1353.68	1373.68	20.00
63.29	1353.88	1373.88	20.00
63.30	1354.08	1374.08	20.00
63.31	1354.28	1374.28	20.00
63.32	1354.48	1374.48	20.00
63.33	1354.68	1374.68	20.00
63.34	1354.88	1374.88	20.00
63.35	1355.08	1375.08	20.00
63.36	1355.28	1375.28	20.00
63.37	1355.48	1375.48	20.00
63.38	1355.68	1375.68	20.00
63.39	1355.88	1375.88	20.00
63.40	1356.08	1376.08	20.00
63.41	1356.28	1376.28	20.00
63.42	1356.48	1376.48	20.00
63.43	1356.68	1376.68	20.00
63.44	1356.88	1376.88	20.00
63.45	1357.08	1377.08	20.00
63.46	1357.28	1377.28	20.00
63.47	1357.48	1377.48	20.00
63.48	1357.68	1377.68	20.00
63.49	1357.88	1377.88	20.00
63.50	1358.08	1378.08	20.00
63.51	1358.28	1378.28	20.00
63.52	1358.48	1378.48	20.00
63.53	1358.68	1378.68	20.00
63.54	1358.88	1378.88	20.00
63.55	1359.08	1379.08	20.00
63.56	1359.28	1379.28	20.00
63.57	1359.48	1379.48	20.00
63.58	1359.68	1379.68	20.00
63.59	1359.88	1379.88	20.00
63.60	1360.08	1380.08	20.00
63.61	1360.28	1380.28	20.00
63.62	1360.48	1380.48	20.00
63.63	1360.68	1380.68	20.00
63.64	1360.88	1380.88	20.00
63.65	1361.08	1381.08	20.00
63.66	1361.28	1381.28	20.00
63.67	1361.48	1381.48	20.00
63.68	1361.68	1381.68	20.00
63.69	1361.88	1381.88	20.00
63.70	1362.08	1382.08	20.00
63.71	1362.28	1382.28	20.00
63.72	1362.48	1382.48	20.00
63.73	1362.68	1382.68	20.00
63.74	1362.88	1382.88	20.00
63.75	1363.08	1383.08	20.00
63.76	1363.28	1383.28	20.00
63.77	1363.48	1383.48	20.00
63.78	1363.68	1383.68	20.00
63.79	1363.88	1383.88	20.00
63.80	1364.08	1384.08	20.00
63.81	1364.28	1384.28	20.00
63.82	1364.48	1384.48	20.00
63.83	1364.68	1384.68	20.00
63.84	1364.88	1384.88	20.00
63.85	1365.08	1385.08	20.00
63.86	1365.28	1385.28	20.00
63.87	1365.48	1385.48	20.00
63.88	1365.68	1385.68	20.00
63.89	1365.88	1385.88	20.00
63.90	1366.08	1386.08	20.00
63.91	1366.28	1386.28	20.00
63.92	1366.48	1386.48	20.00
63.93	1366.68	1386.68	20.00
63.94	1366.88	1386.88	20.00
63.95	1367.08	1387.08	20.00
63.96	1367.28	1387.28	20.00
63.97	1367.48	1387.48	20.00
63.98	1367.68	1387.68	20.00
63.99	1367.88	1387.88	20.00
64.00	1368.08	1388.08	20.00
64.01	1368.28	1388.28	20.00
64.02	1368.48	1388.48	20.00
64.03	1368.68	1388.68	20.00
64.04	1368.88	1388.88	20.00
64.05	1369.08	1389.08	20.00
64.06	1369.28	1389.28	20.00
64.07	1369.48	1389.48	20.00
64.08	1369.68	1389.68	20.00
64.09	1369.88	1389.88	20.00
64.10	1370.08	1390.08	20.00
64.11	1370.28	1390.28	20.00
64.12	1370.48	1390.48	20.00
64.13	1370.68	1390.68	20.00
64.14	1370.88	1390.88	20.00
64.15	1371.08	1391.08	20.00
64.16	1371.28	1391.28	20.00
64.17	1371.48	1391.48	20.00
64.18	1371.68	1391.68	20.00
64.19	1371.88	1391.88	20.00
64.20	1372.08	1392.08	20.00
64.21	1372.28	1392.28	20.00
64.22	1372.48	1392.48	20.00
64.23	1372.68	1392.68	20.00
64.24	1372.88	1392.88	20.00
64.25	1373.08	1393.08	20.00
64.26	1373.28	1393.28	20.00
64.27	1373.48	1393.48	20.00
64.28	1373.68	1393.68	20.00
64.29	1373.88	1393.88	20.00
64.30	1374.08	1394.08	20.00
64.31	1374.28	1394.28	20.00
64.32	1374.48	1394.48	20.00
64.33	1374.68	1394.68	20.00
64.34	1374.88	1394.88	20.00
64.35	1375.08	1395.08	20.00
64.36	1375.28	1395.28	20.00
64.37	1375.48	1395.48	20.00
64.38	1375.68	1395.68	20.00
64.39	1375.88	1395.88	20.00
64.40	1376.08	1396.08	20.00
64.41	1376.28	1396.28	20.00
64.42	1376.48	1396.48	20.00
64.43	1376.68	1396.68	20.00
64.44	1376.88	1396.88	20.00
64.45	1377.08	1397.08	20.00
64.46	1377.28	1397.28	20.00
64.47	1377.48	1397.48	20.00
64.48	1377.68	1397.68	20.00
64.49	1377.88	1397.88	20.00
64.50	1378.08	1398.08	20.00
64.51	1378.28	1398.28	20.00
64.52	1378.48	1398.48	20.00
64.53	1378.68	1398.68	20.00
64.54	1378.88	1398.88	20.00
64.55	1379.08	1399.08	20.00
64.56	1379.28	1399.28	20.00
64.57	1379.48	1399.48	20.00
64.58	1379.68	1399.68	20.00
64.59	1379.88	1399.88	20.00
64.60	1380.08	1400.08	20.00
64.61	1380.28	1400.28	20.00
64.62	1380.48	1400.48	20.00
64.63	1380.68	1400.68	20.00
64.64	1380.88	1400.88	20.00
64.65	1381.08	1401.08	20.00
64.66	1381.28	1401.28	20.00
64.67	1381.48	1401.48	20.00
64.68	1381.68	1401.68	20.00
64.69	1381.88	1401.88	20.00
64.70	1382.08	1402.08	20.00
64.71	1382.28	1402.28	20.00
64.72	1382.48	1402.48	20.00
64.73	1382.68	1402.68	20.00
64.74	1382.88	1402.88	20.00
64.75	1383.08	1403.08	20.00
64.76	1383.28	1403.28	20.00
64.77	1383.48	1403.48	20.00
64.78	1383.68	1403.68	20.00
64.79	1383.88	1403.88	20.00
64.80	1384.08	1404.08	20.00
64.81	1384.28	1404.28	20.00
64.82	1384.48	1404.48	20.00
64.83	1384.68	1404.68	20.00
64.84	1384.88	1404.88	20.00
64.85	1385.08	1405.08	20.00
64.86	1385.28	1405.28	20.00
64.87	1385.48	1405.48	20.00
64.88	1385.68	1405.68	20.00
64.89	1385.88	1405.88	20.00
64.90	1386.08	1406.08	20.00
64.91	1386.28	1406.28	20.00
64.92	1386.48	1406.48	20.00
64.93	1386.68	1406.68	20.00
64.94	1386.88	1406.88	20.00
64.95	1387.08	1407.08	20.00
64.96	1387.28	1407.28	20.00
64.97	1387.48	1407.48	20.00
64.98	1387.68	1407.68	20.00
64.99	1387.88	1407.88	20.00
65.00	1388.08	1408.08	20.00
65.01	1388.28	1408.28	20.00
65.02	1388.48	1408.48	20.00
65.03	1388.68	1408.68	20.00
65.04	1388.88	1408.88	20.00
65.05	1389.08	1409.08	20.00
65.06	1389.28	1409.28	20.00
65.07	1389.48	1409.48	20.00
65.08	1389.68	1409.68	20.00
65.09	1389.88	1409.88	20.00
65.10	1390.08	1410.08	20.00
65.11	1390.28	1410.28	20.00
65.12	1390.48	1410.48	20.00
65.13	1390.68	1410.68	20.00
65.14	1390.88	1410.88	20.00
65.15	1391.08	1411.08	20.00
65.16	1391.28	1411.28	20.00
65.17	1391.48	1411.48	20.00
65.18	1391.68	1411.68	20.00
65.19	1391.88	1411.88	20.00
65.20	1392.08	1412.08	20.00
65.21	1392.28	1412.28	20.00
65.22	1392.48	1412.48	20.00
65.23	1392.68	1412.68	20.00
65.24	1392.88	1412.88	20.00
65.25	1393.08	1413.08	20.00
65.26	1393.28	1413.28	20.00
65.27	1393.48	1413.48	20.00
65.28	1393.68	1413.68	20.00
65.29	1393.88	1413.88	20.00
65.30	1394.08	1414.08	20.00
65.31	1394.28	1414.28	20.00
65.32	1394.48	1414.48	20.00
65.33	1394.68	1414.68	20.00
65.34	1394.88	1414.88	20.00
65.35	1395.08	1415.08	20.00
65.36	1395.28	1415.28	20.00
65.37	1395.48	1415.48	20.00
65.38	1395.68	1415.68	20.00
65.39	1395.88	1415.88	20.00
65.40	1396.08	1416.08	20.00
65.41	1396.28	1416.28	20.00
65.42	1396.48	1416.48	20.00
65.43	1396.68	1416.68	20.00
65.44	1396.88	1416.88	20.00
65.45	1397.08	1417.08	20.00
65.46	1397.28	1417.28	20.00
65.47	1397.48	1417.48	20.00
65.48	1397.68	1417.68	20.00
65.49	1397.88	1417.88	20.00
65.50	1398.08	1418.08	20.00
65.51	1398.28	1418.28	20.00
65.52	1398.48	1418.48	20.00
65.53	1398.68	1418.68	20.00
65.54	1398.88	1418.88	20.00
65.55	1399.08	1419.08	20.00
65.56	1399.28	1419.28	20.00
65.57	1399.48	1419.48	20.00
65.58	1399.68	1419.68	20.00
65.59	1399.88	1419.88	20.00
65.60	1400.08	1420.08	20.00
65.61	1400.28	1420.28	20.00
65.62	1400.48	1420.48	20.00
65.63	1400.68	1420.68	20.00
65.64	1400.88	1420.88	20.00
65.65	1401.08	1421.08	20.00
65.66	1401.28	1421.28	20.00
65.67	1401.48	1421.48	20.00
65.68	1401.68	1421.68	20.00
65.69	1401.88	1421.88	20.00
65.70	1402.08	1422.08	20.00
65.71	1402.28	1422.28	20.00
65.72	1402.48	1422.48	20.00
65.73	1402.68	1422.68	20.00
65.74	1402.88	1422.88	20.00
65.75	1403.08	1423.08	20.00
65.76	1403.28	1423.28	20.00
65.77	1403.48	1423.48	20.00
65.78	1403.68	1423.68	20.00
65.79	1403.88	1423.88	20.00
65.80	1404.08	1424.08	20.00
65.81	1404.28	1424.28	20.00
65.82	1404.48	1424.48	20.00
65.83	1404.68	1424.68	20.00
65.84	1404.88	1424.88	20.00
65.85	1405.08	1425.08	20.00
65.86	1405.28	1425.28	20.00
65.87	1405.48	1425.48	20.00
65.88	1405.68	1425.68	20.00
65.89	1405.88	1425.88	20.00
65.90	1406.08	1426.08	20.00
65.91	1406.28	1426.28	20.00
65.92	1406.48	1426.48	20.00
65.93	1406.68	1426.68	20.00
65.94	1406.88	1426.88	20.00
65.95	1407.08	1427.08	20.00
65.96	1407.28	1427.28	20.00
65.97	1407.48	1427.48	20.00
65.98	1407.68	1427.68	20.00
65.99	1407.88	1427.88	20.00
66.00	1408.08	1428.08	20.00
66.01	1408.28	1428.28	20.00
66.02	1408.48	1428.48	20.00
66.03	1408.68	1428.68	20.00
66.04	1408.88	1428.88	20.00
66.05	1409.08	1429.08	20.00
66.06	1409.28	1429.28	20.00
66.07	1409.48	1429.48	20.00
66.08	1409.68	1429.68	20.00
66.09	1409.88	1429.88	20.00
66.10	1410.08	1430.08	20.00
66.11	1410.28	1430.28	20.00
66.12	1410.48	1430.48	20.00
66.13	1410.68	1430.68	20.00
66.14	1410.88	1430.88	20.00
66.15	1411.08	1431.08	20.00
66.16	1411.28	1431.28	20.00
66.17	1411.48	1431.48	20.00
66.18	1411.68	1431.68	20.00
66.19	1411.88	1431.88	20.00
66.20	1412.08	1432.08	20.00
66.21	1412.28	1432.28	20.00
66.22	1412.48	1432.48	20.00
66.23	1412.68	1432.68	20.00
